SDSS_objID,redshift,M_r,M_r_err,gr,gr_err,logab,fracDeV,red
588017571384721552,0.0789,-21.42,0.01,0.533,0.020,0.054,0.35,0
588017978374881512,0.0741,-22.21,0.00,0.572,0.016,0.035,0.28,0
587733605869617326,0.0803,-22.35,0.01,0.590,0.016,0.177,0.00,0
587741490355437961,0.0686,-21.03,0.01,0.526,0.020,0.175,0.04,0
587739405695779027,0.0499,-21.50,0.00,0.533,0.016,0.116,0.09,0
587736523761320067,0.0843,-21.98,0.00,0.590,0.017,0.085,0.11,0
587730772808237244,0.0786,-21.28,0.01,0.526,0.023,0.067,0.00,0
588010878764777708,0.0666,-21.35,0.01,0.496,0.018,0.131,0.00,0
587731499182850168,0.0751,-22.19,0.01,0.675,0.017,0.062,0.11,1
587725576960016707,0.0803,-20.44,0.02,0.564,0.036,0.139,0.01,0
587724231567933552,0.0725,-20.57,0.01,0.364,0.024,0.138,0.33,0
587726016149585970,0.0700,-21.28,0.01,0.322,0.017,0.046,0.24,0
587738067803898065,0.0715,-21.78,0.01,0.605,0.017,0.171,0.19,0
588298661963432041,0.0831,-21.60,0.01,0.432,0.017,0.053,0.05,0
587732591183003811,0.0540,-20.65,0.01,0.443,0.017,0.129,0.37,0
587732484356702407,0.0721,-22.02,0.00,0.636,0.016,0.012,0.23,0
588017605756649645,0.0820,-21.89,0.01,0.653,0.017,0.188,0.37,0
588848900430889210,0.0693,-21.38,0.01,0.560,0.021,0.047,0.31,0
587731521205829733,0.0542,-21.62,0.01,0.563,0.017,0.021,0.45,0
587739810488647843,0.0657,-21.81,0.00,0.481,0.015,0.024,0.06,0
587725994109174037,0.0329,-20.69,0.01,0.487,0.016,0.046,0.00,0
587733424943136937,0.0728,-21.73,0.01,0.539,0.016,0.137,0.24,0
587729387689345154,0.0655,-22.21,0.00,0.674,0.015,0.176,0.26,0
588010137343688858,0.0827,-21.74,0.04,0.661,0.050,0.104,0.21,0
587737825674723557,0.0600,-22.67,0.00,0.660,0.015,0.068,0.45,0
587730773886697674,0.0680,-21.25,0.01,0.379,0.021,0.053,0.35,0
587729160050770130,0.0837,-21.99,0.01,0.591,0.019,0.076,0.01,0
588017570848374952,0.0398,-21.38,0.00,0.557,0.015,0.088,0.36,0
587736477051781168,0.0324,-21.57,0.03,0.581,0.050,0.195,0.12,0
587738371669950817,0.0453,-20.36,0.01,0.404,0.021,0.063,0.00,0
587726879946441236,0.0613,-21.27,0.01,0.537,0.022,0.097,0.36,0
587738409785163957,0.0772,-21.36,0.01,0.555,0.021,0.040,0.00,0
587731512608358421,0.0565,-21.93,0.00,0.560,0.017,0.058,0.15,0
588011216989126719,0.0715,-21.93,0.00,0.444,0.015,0.138,0.41,0
587732482747990212,0.0329,-20.88,0.01,0.497,0.019,0.156,0.28,0
587739097525518433,0.0782,-22.43,0.01,0.623,0.017,0.028,0.47,0
588017979959148685,0.0347,-20.61,0.00,0.458,0.015,0.085,0.10,0
588017977814876180,0.0454,-20.41,0.01,0.491,0.017,0.029,0.05,0
587728930272247899,0.0667,-21.39,0.01,0.478,0.016,0.062,0.00,0
588023239133102302,0.0530,-20.83,0.01,0.558,0.018,0.153,0.00,0
588016892787294361,0.0564,-21.32,0.01,0.423,0.018,0.131,0.07,0
587727178472357921,0.0555,-21.59,0.01,0.557,0.017,0.142,0.25,0
587742013268820158,0.0702,-21.23,0.01,0.608,0.018,0.019,0.10,0
588017704006778896,0.0831,-21.63,0.04,0.638,0.074,0.087,0.00,0
587739096444960772,0.0652,-21.88,0.01,0.580,0.076,0.190,0.04,0
587727180603588658,0.0558,-21.60,0.01,0.557,0.017,0.157,0.13,0
587739098060292213,0.0558,-21.56,0.00,0.544,0.016,0.016,0.38,0
587729652353401025,0.0339,-20.76,0.00,0.545,0.015,0.029,0.12,0
587730816292028429,0.0792,-21.46,0.07,0.570,0.069,0.046,0.32,0
587739303682244674,0.0317,-21.22,0.00,0.640,0.015,0.197,0.30,0
588015507678888096,0.0387,-20.69,0.01,0.479,0.020,0.018,0.14,0
587738950959562899,0.0623,-21.56,0.00,0.470,0.016,0.157,0.11,0
587731887885189347,0.0401,-21.15,0.00,0.483,0.015,0.080,0.09,0
588013383816577059,0.0666,-22.21,0.01,0.483,0.017,0.021,0.14,0
587725505559855478,0.0784,-20.41,0.02,0.414,0.029,0.123,0.16,0
587734893820969108,0.0659,-21.76,0.01,0.621,0.021,0.103,0.33,0
587739720293613620,0.0374,-21.03,0.08,0.675,0.103,0.110,0.31,1
588848900167172158,0.0456,-21.94,0.01,0.531,0.016,0.081,0.23,0
588015508734148754,0.0661,-22.18,0.01,0.687,0.018,0.070,0.40,1
587729386080239763,0.0425,-21.25,0.00,0.576,0.015,0.009,0.29,0
587732482734883052,0.0801,-21.77,0.01,0.454,0.018,0.065,0.00,0
587731187806961792,0.0712,-21.46,0.01,0.486,0.019,0.066,0.19,0
587729158966673552,0.0479,-20.73,0.01,0.411,0.018,0.076,0.08,0
588015509828468877,0.0353,-21.14,0.01,0.488,0.018,0.049,0.05,0
587726032775217335,0.0626,-20.83,0.01,0.541,0.025,0.074,0.01,0
587725994647748898,0.0719,-21.82,0.01,0.644,0.016,0.155,0.30,0
588017112368808124,0.0637,-21.27,0.01,0.427,0.017,0.103,0.14,0
587726878886002902,0.0627,-20.93,0.01,0.520,0.020,0.104,0.00,0
588017702406652124,0.0342,-21.16,0.01,0.555,0.021,0.187,0.06,0
587729387157455017,0.0706,-21.72,0.01,0.574,0.018,0.021,0.00,0
587731889504780441,0.0308,-20.93,0.00,0.604,0.016,0.179,0.37,0
587722982300254526,0.0775,-21.17,0.01,0.453,0.024,0.086,0.00,0
588007005779067073,0.0412,-20.29,0.01,0.583,0.019,0.070,0.04,0
588018090008183074,0.0472,-21.01,0.00,0.597,0.016,0.107,0.11,0
587741531703804090,0.0738,-21.16,0.01,0.394,0.018,0.035,0.02,0
587732053242806589,0.0710,-20.91,0.01,0.328,0.019,0.177,0.34,0
588017979415527552,0.0603,-20.62,0.01,0.384,0.023,0.031,0.02,0
588848901533860031,0.0469,-21.75,0.01,0.418,0.016,0.067,0.17,0
587733604258742460,0.0750,-21.47,0.01,0.517,0.018,0.037,0.09,0
588848899909484750,0.0687,-21.73,0.01,0.585,0.018,0.056,0.02,0
587730818439053410,0.0779,-21.16,0.01,0.490,0.026,0.025,0.05,0
587742061057409257,0.0496,-20.81,0.01,0.520,0.016,0.183,0.37,0
587727179012112557,0.0679,-22.07,0.01,0.572,0.017,0.023,0.29,0
588017570849620064,0.0497,-21.58,0.00,0.572,0.016,0.186,0.13,0
587734892754436183,0.0322,-20.50,0.00,0.475,0.016,0.007,0.01,0
588017702954860744,0.0836,-21.80,0.01,0.628,0.022,0.081,0.03,0
587726033311826019,0.0822,-22.12,0.01,0.609,0.017,0.081,0.10,0
587739157658337339,0.0584,-22.41,0.00,0.552,0.015,0.048,0.30,0
587731680649216279,0.0787,-21.93,0.01,0.517,0.019,0.119,0.00,0
588007005265657997,0.0587,-21.79,0.00,0.599,0.016,0.091,0.09,0
588017728691437614,0.0448,-21.11,0.07,0.512,0.094,0.044,0.21,0
588011218601508969,0.0637,-21.59,0.01,0.521,0.016,0.193,0.43,0
588018091082055824,0.0327,-20.39,0.00,0.488,0.016,0.093,0.23,0
587739809415692405,0.0772,-21.98,0.03,0.600,0.036,0.164,0.37,0
587726102020358314,0.0561,-22.07,0.01,0.662,0.016,0.142,0.49,0
587724197203607692,0.0823,-21.10,0.01,0.644,0.024,0.041,0.00,0
588011122502598758,0.0496,-21.58,0.00,0.564,0.016,0.062,0.20,0
588017702413861143,0.0805,-20.75,0.01,0.542,0.028,0.026,0.00,0
587735348029554813,0.0680,-21.39,0.01,0.512,0.018,0.042,0.06,0
587731500795363507,0.0474,-21.03,0.01,0.735,0.016,0.196,0.42,1
588018055649230969,0.0713,-22.79,0.00,0.639,0.016,0.180,0.26,0
587731512076140664,0.0403,-20.41,0.01,0.432,0.017,0.128,0.15,0
587741421639041202,0.0392,-20.80,0.00,0.478,0.016,0.108,0.00,0
588017111290085466,0.0624,-22.68,0.00,0.683,0.015,0.022,0.47,0
587738946682486923,0.0372,-21.16,0.00,0.540,0.015,0.000,0.08,0
587727223020454046,0.0424,-20.73,0.01,0.460,0.023,0.186,0.18,0
587734622176215206,0.0413,-21.20,0.00,0.676,0.015,0.050,0.37,1
588017603617620050,0.0618,-20.59,0.01,0.500,0.021,0.050,0.00,0
587742775095066726,0.0557,-21.58,0.00,0.592,0.016,0.021,0.50,0
587739810483667081,0.0632,-20.96,0.01,0.478,0.020,0.133,0.19,0
588290879492259979,0.0649,-21.59,0.01,0.463,0.016,0.134,0.00,0
587729387671650518,0.0655,-21.31,0.01,0.529,0.019,0.162,0.26,0
587741709948813454,0.0388,-21.28,0.00,0.531,0.015,0.112,0.00,0
587739380450263218,0.0682,-21.32,0.01,0.458,0.017,0.157,0.37,0
587731520670138486,0.0415,-21.42,0.00,0.454,0.016,0.049,0.23,0
587731887343403258,0.0796,-21.60,0.01,0.622,0.018,0.137,0.06,0
587741488766648451,0.0715,-21.97,0.01,0.520,0.017,0.146,0.39,0
587736976348872945,0.0459,-20.87,0.01,0.517,0.018,0.200,0.13,0
587739130810073257,0.0604,-21.61,0.00,0.542,0.016,0.158,0.02,0
587729409153957927,0.0665,-21.61,0.00,0.435,0.015,0.043,0.29,0
587724242304630877,0.0348,-21.39,0.01,0.503,0.016,0.161,0.41,0
587729970178687051,0.0717,-21.30,0.22,0.574,0.334,0.108,0.00,0
587741421641269371,0.0614,-21.26,0.01,0.593,0.017,0.034,0.00,0
587724199358169239,0.0430,-20.68,0.01,0.567,0.027,0.061,0.42,0
588017627783168244,0.0735,-21.23,0.01,0.579,0.025,0.181,0.30,0
587741532227764666,0.0746,-20.84,0.01,0.461,0.021,0.063,0.04,0
588298664117796937,0.0552,-21.26,0.11,0.455,0.145,0.095,0.14,0
587729409146421405,0.0668,-21.07,0.01,0.534,0.018,0.138,0.08,0
587735743152783581,0.0552,-21.11,0.00,0.514,0.016,0.198,0.00,0
587736781997998369,0.0810,-20.34,0.02,0.358,0.029,0.085,0.00,0
587731520661225592,0.0589,-21.22,0.03,0.550,0.039,0.081,0.24,0
587731885736722737,0.0527,-21.44,0.01,0.511,0.017,0.063,0.26,0
588013384339751040,0.0404,-20.87,0.00,0.613,0.016,0.147,0.42,0
587736783070625932,0.0309,-21.38,0.02,0.568,0.033,0.182,0.27,0
587731187807813874,0.0688,-20.42,0.01,0.444,0.025,0.060,0.00,0
588017703462830232,0.0826,-21.79,0.01,0.546,0.019,0.112,0.00,0
587729226614374569,0.0490,-20.76,0.01,0.454,0.019,0.189,0.24,0
587727230522032267,0.0415,-20.87,0.00,0.584,0.016,0.051,0.24,0
588017702940835946,0.0577,-21.90,0.00,0.584,0.015,0.063,0.37,0
587735665859035309,0.0371,-21.16,0.06,0.504,0.063,0.148,0.20,0
587736945739956311,0.0354,-21.50,0.01,0.607,0.019,0.130,0.41,0
587731500800147593,0.0718,-21.59,0.01,0.418,0.016,0.121,0.10,0
587732482220228632,0.0419,-21.46,0.00,0.591,0.015,0.151,0.22,0
587732484352114871,0.0596,-20.23,0.01,0.497,0.025,0.124,0.00,0
588017625621200996,0.0544,-20.35,0.01,0.436,0.021,0.142,0.00,0
587735429084610726,0.0664,-22.13,0.01,0.685,0.016,0.189,0.43,1
587739302610403415,0.0492,-20.85,0.01,0.533,0.018,0.081,0.21,0
587729408617283837,0.0755,-20.97,0.01,0.450,0.020,0.082,0.03,0
587736478673076561,0.0846,-21.42,0.01,0.507,0.023,0.082,0.03,0
587739407863054551,0.0593,-20.81,0.01,0.639,0.020,0.090,0.24,0
588298663040843827,0.0505,-21.04,0.01,0.541,0.024,0.056,0.13,0
587734862681342100,0.0757,-21.41,0.01,0.663,0.019,0.066,0.23,1
587728905562161233,0.0610,-21.48,0.01,0.466,0.017,0.025,0.46,0
587731513142739073,0.0451,-21.09,0.01,0.572,0.017,0.072,0.00,0
587741391036481762,0.0734,-21.01,0.01,0.468,0.021,0.158,0.26,0
587732577769291883,0.0771,-21.19,0.01,0.560,0.019,0.109,0.00,0
587735044145807575,0.0363,-21.26,0.00,0.571,0.015,0.175,0.06,0
587732590642200617,0.0438,-21.36,0.00,0.561,0.015,0.108,0.49,0
588017721177210990,0.0449,-21.10,0.00,0.400,0.015,0.083,0.14,0
587726878350508239,0.0803,-20.97,0.01,0.591,0.024,0.058,0.48,0
587736477592911997,0.0472,-20.63,0.01,0.481,0.019,0.101,0.01,0
588023046948061377,0.0764,-21.59,0.01,0.521,0.019,0.170,0.15,0
587730774414393667,0.0675,-20.33,0.02,0.459,0.036,0.067,0.09,0
588018090543022291,0.0690,-20.47,0.01,0.435,0.025,0.158,0.02,0
588017704013856826,0.0447,-21.44,0.04,0.631,0.058,0.091,0.45,0
587736802933473367,0.0464,-20.88,0.01,0.404,0.016,0.045,0.26,0
587735490819129558,0.0720,-21.15,0.01,0.551,0.020,0.139,0.22,0
587735346966560935,0.0461,-21.02,0.00,0.560,0.018,0.117,0.10,0
587724197207015534,0.0617,-21.33,0.01,0.378,0.018,0.170,0.01,0
587739406803009821,0.0701,-22.27,0.01,0.592,0.020,0.157,0.00,0
587729781199536832,0.0639,-21.05,0.01,0.455,0.019,0.147,0.00,0
588017979970879581,0.0658,-20.93,0.01,0.420,0.021,0.017,0.17,0
587731500260524242,0.0661,-21.58,0.01,0.522,0.018,0.019,0.26,0
587736542011129927,0.0527,-22.26,0.00,0.623,0.015,0.085,0.48,0
587727865643073835,0.0616,-22.48,0.00,0.623,0.016,0.104,0.15,0
588010877698113556,0.0752,-22.09,0.01,0.616,0.017,0.145,0.29,0
587731869633347742,0.0592,-21.55,0.01,0.615,0.017,0.138,0.34,0
588011101568565443,0.0684,-21.14,0.01,0.474,0.019,0.126,0.16,0
588011124114653368,0.0747,-21.90,0.01,0.475,0.016,0.023,0.12,0
588016892243279965,0.0736,-21.32,0.01,0.500,0.017,0.142,0.16,0
587729158968770743,0.0642,-21.33,0.01,0.488,0.017,0.057,0.03,0
587726032263839888,0.0763,-21.12,0.01,0.411,0.025,0.124,0.20,0
587736542011850898,0.0696,-22.48,0.01,0.478,0.017,0.095,0.12,0
587732136988639349,0.0535,-20.70,0.01,0.331,0.016,0.109,0.03,0
587739608081629284,0.0557,-21.44,0.00,0.603,0.016,0.069,0.37,0
587735666385223872,0.0582,-21.58,0.00,0.658,0.017,0.034,0.38,0
587730846356013540,0.0553,-20.34,0.02,0.478,0.036,0.149,0.03,0
588297864708751544,0.0472,-21.59,0.00,0.583,0.016,0.138,0.25,0
587744729297518768,0.0521,-21.04,0.01,0.537,0.017,0.106,0.12,0
587736976348152083,0.0701,-21.22,0.01,0.565,0.018,0.040,0.00,0
587739505550033032,0.0607,-20.34,0.01,0.457,0.025,0.102,0.19,0
587738409794338991,0.0788,-21.66,0.01,0.545,0.017,0.051,0.45,0
587724650333536363,0.0650,-21.65,0.01,0.573,0.019,0.090,0.10,0
587739647816761491,0.0843,-21.11,0.01,0.468,0.021,0.145,0.01,0
588017720108515471,0.0737,-21.20,0.01,0.454,0.021,0.038,0.00,0
588011098335150180,0.0553,-21.69,0.00,0.621,0.015,0.037,0.22,0
587732583124959451,0.0467,-20.65,0.01,0.441,0.022,0.043,0.04,0
587739646747345036,0.0574,-20.70,0.01,0.404,0.024,0.056,0.08,0
587731869633609880,0.0659,-21.56,0.01,0.510,0.018,0.161,0.32,0
588295842861482114,0.0470,-21.40,0.00,0.588,0.015,0.054,0.12,0
588011219138379940,0.0441,-21.48,0.00,0.554,0.015,0.153,0.10,0
587736753544298741,0.0491,-20.91,0.01,0.554,0.017,0.011,0.25,0
587739098055180469,0.0636,-21.17,0.01,0.549,0.017,0.176,0.00,0
587741708875137191,0.0409,-21.76,0.00,0.589,0.015,0.171,0.39,0
587731892186513467,0.0702,-21.03,0.01,0.455,0.022,0.181,0.29,0
587732702326620258,0.0737,-21.24,0.01,0.493,0.020,0.199,0.31,0
587728917372731483,0.0758,-20.73,0.02,0.510,0.030,0.073,0.06,0
587733608549449819,0.0650,-21.31,0.01,0.531,0.019,0.110,0.34,0
587725552279748674,0.0727,-21.49,0.01,0.534,0.019,0.192,0.00,0
587732702860279889,0.0612,-20.82,0.01,0.576,0.018,0.038,0.35,0
587727180057673879,0.0737,-21.77,0.01,0.517,0.018,0.090,0.17,0
587739304215445618,0.0329,-20.18,0.00,0.485,0.016,0.092,0.19,0
587727781891342416,0.0677,-21.72,0.01,0.618,0.017,0.017,0.01,0
587739814246744439,0.0509,-20.70,0.01,0.498,0.019,0.084,0.00,0
588017114512621730,0.0566,-20.64,0.01,0.450,0.021,0.142,0.04,0
587736940913229899,0.0470,-20.88,0.01,0.581,0.017,0.077,0.23,0
587739406222622933,0.0520,-20.44,0.01,0.560,0.025,0.189,0.41,0
587734622166188237,0.0772,-21.29,0.01,0.506,0.018,0.135,0.00,0
587735491356065992,0.0714,-20.56,0.01,0.411,0.020,0.130,0.00,0
587731185652466003,0.0520,-20.35,0.01,0.498,0.027,0.183,0.00,0
587729153599340637,0.0368,-21.24,0.00,0.451,0.016,0.098,0.05,0
587739405708886127,0.0509,-21.11,0.01,0.488,0.017,0.189,0.00,0
587739648353697880,0.0451,-21.24,0.03,0.645,0.048,0.066,0.37,0
587739295625183317,0.0431,-20.89,0.00,0.514,0.016,0.174,0.00,0
587736803471851619,0.0832,-21.46,0.02,0.529,0.024,0.092,0.02,0
587742864209870997,0.0829,-21.83,0.01,0.544,0.018,0.032,0.35,0
587727180614336695,0.0728,-21.39,0.01,0.517,0.017,0.046,0.17,0
588017625609994398,0.0791,-21.11,0.01,0.491,0.021,0.094,0.03,0
587727221939110146,0.0676,-21.55,0.01,0.521,0.024,0.116,0.29,0
587736477055910164,0.0611,-21.26,0.01,0.625,0.019,0.117,0.26,0
587733079205019811,0.0652,-21.79,0.00,0.647,0.016,0.186,0.37,0
587731868023521436,0.0644,-21.20,0.01,0.453,0.016,0.075,0.06,0
587726032766894327,0.0765,-21.62,0.01,0.639,0.021,0.078,0.14,0
587738947209920614,0.0774,-21.22,0.01,0.528,0.017,0.070,0.16,0
587733442120646686,0.0383,-20.52,0.00,0.460,0.016,0.052,0.14,0
587726031184461994,0.0770,-20.25,0.03,0.324,0.051,0.181,0.48,0
587735347502514383,0.0786,-20.97,0.01,0.513,0.020,0.159,0.09,0
588017730841935982,0.0516,-21.61,0.00,0.579,0.016,0.180,0.07,0
587725550129774657,0.0548,-21.15,0.01,0.455,0.021,0.045,0.25,0
588010359082975373,0.0335,-21.37,0.00,0.615,0.015,0.163,0.25,0
588848898852847824,0.0509,-21.61,0.00,0.582,0.015,0.024,0.03,0
587733409906950207,0.0635,-20.64,0.01,0.458,0.022,0.189,0.14,0
587730773886631995,0.0695,-21.75,0.00,0.564,0.016,0.111,0.11,0
587731680116473902,0.0408,-21.71,0.00,0.386,0.016,0.123,0.27,0
587742060525781219,0.0558,-20.84,0.01,0.457,0.017,0.119,0.26,0
587739505542496380,0.0473,-21.21,0.00,0.563,0.015,0.129,0.19,0
588016878290600151,0.0624,-21.04,0.01,0.453,0.020,0.079,0.00,0
587732482211053760,0.0763,-22.09,0.01,0.570,0.017,0.023,0.00,0
587732483808952413,0.0709,-21.35,0.01,0.567,0.021,0.154,0.07,0
587741390492336456,0.0701,-20.79,0.01,0.339,0.024,0.121,0.13,0
587732484895408243,0.0652,-21.07,0.01,0.555,0.020,0.121,0.48,0
587739505552654458,0.0622,-20.47,0.01,0.409,0.022,0.129,0.07,0
587729231982559670,0.0802,-20.28,0.01,0.431,0.028,0.120,0.00,0
587733412061380719,0.0319,-20.67,0.00,0.608,0.015,0.173,0.41,0
587733410980757638,0.0503,-20.62,0.01,0.517,0.017,0.014,0.00,0
587733423332786290,0.0542,-21.24,0.01,0.588,0.016,0.046,0.38,0
587735343721677084,0.0632,-21.26,0.01,0.615,0.018,0.143,0.24,0
587732156318875737,0.0762,-22.11,0.01,0.537,0.017,0.061,0.34,0
588011122502926454,0.0723,-22.17,0.00,0.580,0.016,0.138,0.00,0
587728309098184843,0.0386,-20.82,0.00,0.683,0.016,0.123,0.30,1
587738066190598179,0.0752,-20.41,0.02,0.426,0.038,0.149,0.28,0
587729160581218417,0.0825,-21.74,0.01,0.514,0.016,0.196,0.05,0
588848899918659787,0.0832,-20.93,0.01,0.683,0.026,0.051,0.36,1
587727867256701097,0.0661,-21.77,0.00,0.581,0.016,0.160,0.33,0
587735666921635862,0.0373,-21.07,0.00,0.444,0.016,0.024,0.00,0
588016879360868692,0.0673,-21.37,0.01,0.527,0.016,0.181,0.00,0
587729652883915009,0.0783,-22.05,0.00,0.600,0.015,0.020,0.39,0
587741533312516203,0.0513,-21.96,0.00,0.585,0.016,0.047,0.43,0
587736915680887062,0.0316,-20.80,0.00,0.521,0.017,0.070,0.06,0
588017991769391270,0.0331,-21.40,0.00,0.553,0.015,0.026,0.23,0
587739132418326695,0.0340,-20.27,0.00,0.480,0.016,0.124,0.06,0
587729228762513522,0.0513,-21.07,0.01,0.495,0.016,0.159,0.00,0
587731513684852835,0.0608,-20.77,0.01,0.421,0.021,0.167,0.00,0
588013383817494678,0.0556,-20.78,0.01,0.427,0.021,0.108,0.28,0
587736782001471798,0.0468,-21.10,0.00,0.590,0.016,0.184,0.00,0
588298663585317048,0.0378,-20.77,0.01,0.513,0.016,0.088,0.00,0
588017713123754109,0.0718,-20.93,0.01,0.658,0.019,0.075,0.31,1
587741816781996263,0.0815,-21.87,0.12,0.560,0.130,0.028,0.24,0
587729776902340872,0.0596,-21.74,0.07,0.511,0.067,0.146,0.39,0
587724234256416856,0.0433,-21.06,1.45,0.499,1.685,0.031,0.14,0
587722983898939610,0.0721,-22.13,0.00,0.541,0.016,0.114,0.00,0
587735664772841629,0.0653,-21.14,0.01,0.602,0.018,0.070,0.13,0
588011123045695628,0.0562,-21.02,0.01,0.595,0.017,0.058,0.11,0
587731499725488147,0.0709,-20.50,0.02,0.506,0.031,0.065,0.13,0
587731513683738810,0.0602,-20.72,0.01,0.567,0.020,0.024,0.46,0
588015509277573202,0.0415,-21.56,0.00,0.707,0.015,0.170,0.47,1
587735662626930820,0.0561,-21.37,0.01,0.680,0.019,0.074,0.20,1
587732483289907396,0.0328,-20.46,0.01,0.412,0.020,0.155,0.01,0
587739809946665117,0.0730,-21.64,0.01,0.655,0.017,0.041,0.44,0
587739828213121240,0.0426,-20.65,0.01,0.410,0.017,0.117,0.06,0
587739610234945648,0.0346,-21.08,0.00,0.637,0.015,0.071,0.09,0
587732591720923248,0.0708,-21.38,0.01,0.587,0.017,0.040,0.00,0
587738617558466718,0.0764,-20.93,0.01,0.457,0.021,0.186,0.14,0
587724649261760541,0.0481,-21.81,0.01,0.556,0.019,0.031,0.34,0
588018253215498406,0.0475,-20.60,0.01,0.427,0.020,0.094,0.00,0
587725551731540222,0.0483,-21.07,0.01,0.559,0.017,0.181,0.00,0
588015507681181854,0.0676,-21.32,0.01,0.435,0.018,0.075,0.39,0
587736586303308006,0.0768,-21.95,0.01,0.576,0.017,0.179,0.25,0
587741533304455403,0.0780,-20.81,0.01,0.442,0.023,0.011,0.27,0
588018054577717429,0.0723,-20.40,0.01,0.356,0.026,0.042,0.16,0
587739610243661969,0.0346,-20.21,0.01,0.461,0.020,0.038,0.02,0
587736898502066531,0.0686,-21.73,0.01,0.598,0.017,0.046,0.18,0
588017704023818476,0.0540,-20.29,0.01,0.452,0.025,0.133,0.19,0
587728308562690180,0.0403,-20.36,0.01,0.434,0.021,0.033,0.00,0
588007005795123308,0.0503,-20.45,0.01,0.514,0.019,0.036,0.00,0
588011218064048368,0.0488,-21.29,0.01,0.591,0.018,0.039,0.08,0
587738067262374254,0.0434,-20.70,0.01,0.552,0.017,0.168,0.00,0
588017947204190267,0.0494,-21.95,0.00,0.627,0.016,0.109,0.32,0
588018056204780049,0.0301,-20.89,0.00,0.515,0.015,0.178,0.09,0
587726033326768314,0.0844,-21.21,0.01,0.576,0.024,0.064,0.10,0
587732577775452391,0.0600,-21.58,0.00,0.613,0.016,0.026,0.34,0
587739376707633244,0.0837,-20.32,0.02,0.419,0.036,0.043,0.01,0
587722983881834682,0.0615,-20.62,0.01,0.404,0.022,0.022,0.05,0
587722982282231949,0.0846,-21.68,0.01,0.506,0.018,0.052,0.00,0
587726016145784984,0.0806,-21.46,0.01,0.418,0.019,0.063,0.08,0
587736945739694459,0.0355,-20.29,0.01,0.592,0.016,0.169,0.18,0
587726031690793263,0.0433,-20.98,0.01,0.513,0.018,0.177,0.20,0
587727180068093998,0.0426,-20.88,0.01,0.487,0.017,0.081,0.11,0
588015508745420967,0.0451,-20.25,0.01,0.345,0.019,0.064,0.26,0
587726032256827533,0.0343,-20.93,0.00,0.600,0.016,0.165,0.00,0
587738618100777082,0.0458,-21.64,0.00,0.549,0.015,0.047,0.02,0
587733399708893279,0.0652,-22.22,0.01,0.622,0.017,0.144,0.25,0
587727229987192943,0.0715,-21.17,0.01,0.500,0.019,0.036,0.00,0
587735665303879846,0.0371,-21.34,0.00,0.642,0.015,0.142,0.04,0
587724234251436262,0.0551,-20.28,0.01,0.532,0.027,0.191,0.00,0
587745243620442447,0.0607,-21.61,0.01,0.467,0.023,0.049,0.00,0
587741708872712381,0.0562,-20.94,0.01,0.392,0.017,0.070,0.00,0
587736899573842188,0.0557,-21.13,0.01,0.451,0.022,0.078,0.17,0
588013382205571233,0.0525,-21.34,0.00,0.523,0.015,0.113,0.04,0
588009366400991362,0.0627,-20.28,0.02,0.343,0.027,0.111,0.30,0
588017947749187696,0.0509,-21.19,0.01,0.537,0.016,0.086,0.01,0
587729387134583018,0.0675,-21.42,0.01,0.563,0.020,0.188,0.15,0
588848900430037381,0.0564,-20.57,0.01,0.353,0.019,0.148,0.24,0
588017977839714647,0.0464,-20.70,0.01,0.545,0.019,0.199,0.04,0
587735694830600295,0.0523,-21.86,0.00,0.593,0.017,0.024,0.17,0
587722952230240617,0.0547,-21.73,0.01,0.489,0.016,0.114,0.11,0
587736584429043894,0.0321,-21.20,0.00,0.488,0.015,0.113,0.05,0
588017604165107980,0.0805,-22.01,0.01,0.506,0.016,0.062,0.13,0
587736542565892380,0.0523,-21.38,0.01,0.557,0.020,0.083,0.06,0
587730815752470643,0.0630,-21.57,0.01,0.688,0.023,0.072,0.40,1
587735235805708760,0.0736,-21.83,0.01,0.680,0.018,0.137,0.44,1
588290881102544934,0.0403,-21.18,0.01,0.390,0.017,0.069,0.44,0
587725492138606897,0.0527,-20.89,0.01,0.551,0.017,0.126,0.39,0
587725550144323690,0.0685,-21.71,0.01,0.579,0.018,0.022,0.45,0
587736942524432574,0.0800,-21.30,0.01,0.633,0.019,0.089,0.33,0
588017704021459235,0.0536,-20.21,0.01,0.564,0.024,0.145,0.02,0
588017627762458671,0.0334,-21.33,0.00,0.774,0.015,0.166,0.47,1
587726031722840222,0.0790,-21.27,0.01,0.455,0.023,0.042,0.03,0
587731886807449895,0.0705,-21.44,0.01,0.457,0.019,0.111,0.14,0
587739407313076267,0.0601,-21.39,0.01,0.570,0.019,0.038,0.19,0
588017725477224647,0.0793,-21.95,0.00,0.608,0.016,0.058,0.47,0
587738617023299656,0.0600,-20.20,0.01,0.445,0.021,0.170,0.29,0
588017723873558739,0.0806,-21.46,0.01,0.586,0.022,0.146,0.14,0
587736940373737567,0.0457,-21.24,0.00,0.492,0.017,0.073,0.38,0
587736808300609659,0.0454,-21.77,0.00,0.591,0.015,0.183,0.13,0
587735236882465080,0.0808,-20.70,0.01,0.350,0.025,0.184,0.26,0
587739295088902303,0.0370,-21.89,0.03,0.506,0.034,0.124,0.18,0
